Summary,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
18,17.172,0.92,2.0,184.0,12.0,1007.0
19,13.133,0.8,9.0,287.0,14.0,1011.0
18,16.644,0.92,3.0,159.0,10.0,1007.0
18,16.083,0.93,7.0,10.0,10.0,1006.0
18,16.094,0.94,3.0,9.0,6.0,1006.0
18,16.017,0.93,3.0,293.0,5.0,1006.0
18,17.011,0.93,2.0,243.0,5.0,1006.0
18,16.994,0.92,6.0,243.0,6.0,1006.0
18,17.011,0.93,4.0,269.0,5.0,1006.0
18,16.039,0.93,12.0,303.0,7.0,1006.0
18,17.133,0.88,12.0,280.0,7.0,1006.0
18,16.133,0.93,17.0,292.0,6.0,1006.0
18,16.178,0.93,14.0,302.0,6.0,1007.0
18,16.556,0.87,19.0,309.0,7.0,1007.0
17,17.933,0.83,20.0,329.0,8.0,1006.0
17,20.906,0.73,17.0,320.0,8.0,1007.0
17,19.05,0.76,20.0,296.0,11.0,1007.0
17,18.961,0.72,18.0,329.0,10.0,1007.0
17,17.872,0.76,11.0,319.0,10.0,1008.0
19,17.383,0.71,16.0,318.0,10.0,1008.0
19,16.061,0.71,18.0,319.0,10.0,1009.0
19,15.483,0.7,18.0,309.0,15.0,1010.0
19,14.506,0.71,18.0,302.0,15.0,1010.0
19,13.817,0.67,18.0,309.0,16.0,1010.0
19,13.289,0.72,17.0,300.0,16.0,1011.0
18,13.294,0.89,11.0,315.0,10.0,1012.0
19,11.756,0.79,7.0,275.0,16.0,1011.0
17,11.733,0.79,11.0,281.0,15.0,1012.0
17,12.717,0.75,14.0,306.0,15.0,1012.0
17,12.778,0.72,11.0,318.0,10.0,1012.0
17,12.8,0.72,13.0,320.0,10.0,1012.0
17,15.583,0.64,14.0,317.0,10.0,1012.0
17,16.044,0.62,11.0,340.0,10.0,1012.0
19,17.711,0.6,3.0,356.0,11.0,1012.0
19,19.294,0.58,3.0,265.0,11.0,1013.0
17,19.983,0.53,4.0,328.0,11.0,1012.0
17,19.978,0.56,5.0,4.0,11.0,1012.0
17,20.883,0.49,4.0,277.0,11.0,1012.0
19,22.039,0.49,3.0,46.0,11.0,1012.0
17,21.022,0.53,3.0,129.0,11.0,1011.0
17,19.889,0.57,5.0,219.0,11.0,1011.0
18,17.644,0.71,12.0,289.0,11.0,1011.0
18,16.067,0.79,15.0,290.0,11.0,1012.0
18,15.178,0.82,10.0,314.0,11.0,1012.0
18,13.861,0.9,8.0,296.0,11.0,1012.0
18,13.356,0.9,11.0,317.0,8.0,1013.0
18,13.022,0.91,16.0,354.0,10.0,1012.0
18,13.311,0.93,10.0,347.0,10.0,1012.0
18,13.289,0.96,3.0,342.0,10.0,1012.0
17,12.383,0.9,2.0,192.0,8.0,1012.0
18,12.711,0.93,7.0,339.0,10.0,1012.0
18,13.244,0.9,7.0,340.0,6.0,1011.0
18,12.706,0.93,7.0,322.0,10.0,1011.0
17,13.267,0.93,7.0,349.0,10.0,1011.0
17,13.817,0.9,4.0,336.0,11.0,1011.0
17,14.889,0.87,4.0,249.0,11.0,1012.0
19,15.994,0.81,8.0,253.0,11.0,1012.0
19,16.061,0.78,11.0,281.0,11.0,1012.0
17,17.728,0.65,11.0,278.0,11.0,1012.0
17,18.817,0.53,13.0,269.0,11.0,1012.0
17,18.744,0.62,9.0,255.0,11.0,1012.0
17,18.022,0.63,15.0,284.0,11.0,1012.0
17,17.822,0.6,12.0,279.0,11.0,1011.0
19,20.906,0.54,12.0,271.0,11.0,1011.0
19,19.778,0.54,10.0,286.0,11.0,1011.0
19,18.883,0.56,9.0,309.0,11.0,1011.0
17,18.839,0.56,11.0,283.0,11.0,1011.0
17,15.533,0.74,9.0,262.0,11.0,1011.0
17,12.933,0.89,5.0,272.0,10.0,1012.0
19,12.778,0.83,6.0,270.0,16.0,1012.0
19,11.894,0.9,3.0,232.0,12.0,1013.0
19,11.644,0.9,3.0,202.0,16.0,1012.0
19,11.622,0.9,3.0,272.0,10.0,1012.0
17,15.439,0.85,3.0,161.0,15.0,1013.0
17,10.994,0.93,0.0,0.0,8.0,1012.0
17,10.467,0.93,3.0,210.0,8.0,1012.0
12,9.622,0.94,3.0,209.0,2.0,1013.0
19,12.111,1.0,2.0,179.0,6.0,1013.0
17,13.917,0.9,0.0,100.0,6.0,1013.0
17,16.017,0.81,1.0,192.0,10.0,1013.0
17,18.794,0.62,5.0,228.0,10.0,1013.0
17,20.028,0.57,8.0,201.0,11.0,1013.0
19,21.044,0.49,8.0,219.0,11.0,1014.0
19,22.294,0.47,14.0,169.0,11.0,1014.0
17,22.222,0.53,11.0,210.0,11.0,1013.0
19,22.739,0.47,13.0,214.0,11.0,1013.0
17,22.8,0.44,14.0,190.0,10.0,1013.0
19,23.817,0.39,13.0,221.0,10.0,1012.0
19,22.744,0.47,13.0,199.0,11.0,1012.0
19,22.244,0.49,10.0,182.0,11.0,1012.0
19,22.244,0.55,10.0,183.0,10.0,1012.0
17,19.472,0.65,8.0,174.0,10.0,1013.0
17,17.844,0.7,9.0,172.0,10.0,1013.0
19,16.778,0.77,6.0,170.0,16.0,1013.0
17,17.45,0.77,4.0,173.0,15.0,1013.0
17,16.667,0.81,6.0,172.0,16.0,1013.0
17,16.644,0.81,6.0,161.0,16.0,1013.0
17,17.189,0.9,4.0,162.0,8.0,1013.0
17,15.994,0.84,6.0,152.0,15.0,1013.0
17,16.483,0.82,7.0,170.0,15.0,1013.0
17,15.544,0.88,6.0,162.0,15.0,1013.0
17,16.972,0.87,5.0,153.0,10.0,1013.0
17,18.667,0.79,8.0,163.0,10.0,1013.0
17,20.911,0.69,9.0,190.0,10.0,1014.0
19,22.689,0.62,11.0,203.0,10.0,1014.0
19,23.844,0.58,11.0,212.0,11.0,1014.0
19,25.572,0.49,13.0,225.0,11.0,1014.0
19,24.906,0.5,10.0,232.0,11.0,1014.0
19,25.944,0.45,8.0,234.0,10.0,1014.0
17,26.994,0.41,6.0,141.0,10.0,1013.0
19,27.078,0.42,5.0,194.0,10.0,1013.0
19,27.706,0.43,9.0,153.0,10.0,1012.0
17,27.55,0.43,10.0,173.0,10.0,1012.0
17,25.994,0.5,3.0,150.0,10.0,1012.0
18,24.906,0.55,7.0,139.0,10.0,1012.0
17,22.95,0.61,8.0,107.0,10.0,1012.0
17,22.567,0.63,8.0,126.0,11.0,1012.0
18,21.967,0.68,13.0,182.0,16.0,1013.0
18,19.767,0.77,14.0,191.0,14.0,1014.0
18,17.733,0.9,7.0,352.0,16.0,1013.0
18,17.689,0.9,6.0,117.0,16.0,1013.0
19,17.189,0.93,8.0,13.0,10.0,1015.0
17,15.578,0.93,2.0,77.0,5.0,1013.0
12,15.05,0.93,3.0,348.0,2.0,1013.0
12,15.4,0.96,2.0,148.0,2.0,1013.0
12,17.15,0.93,9.0,310.0,3.0,1013.0
17,18.7,0.93,4.0,3.0,6.0,1013.0
19,19.694,0.86,1.0,36.0,11.0,1013.0
19,21.983,0.74,5.0,191.0,11.0,1013.0
19,23.533,0.7,10.0,201.0,11.0,1013.0
17,23.661,0.6,16.0,251.0,11.0,1013.0
19,22.656,0.72,20.0,311.0,11.0,1013.0
19,23.722,0.63,15.0,312.0,11.0,1013.0
17,23.7,0.63,12.0,304.0,11.0,1014.0
17,23.694,0.63,11.0,311.0,11.0,1013.0
17,23.744,0.63,12.0,312.0,11.0,1013.0
17,22.556,0.68,12.0,311.0,11.0,1013.0
19,21.044,0.74,14.0,350.0,11.0,1013.0
19,19.006,0.89,8.0,351.0,11.0,1014.0
17,18.883,0.9,3.0,228.0,11.0,1015.0
17,17.8,0.96,8.0,262.0,11.0,1015.0
17,17.706,0.93,6.0,294.0,10.0,1015.0
17,17.628,0.93,11.0,280.0,10.0,1016.0
17,17.567,0.93,7.0,0.0,10.0,1016.0
19,17.5,0.93,11.0,321.0,12.0,1016.0
17,15.678,0.93,7.0,303.0,10.0,1017.0
6,15.461,0.93,6.0,338.0,6.0,1016.0
19,14.444,0.93,6.0,310.0,4.0,1016.0
19,14.25,0.93,6.0,341.0,9.0,1016.0
6,16.039,0.88,5.0,336.0,10.0,1016.0
19,17.667,0.85,4.0,33.0,10.0,1016.0
19,19.606,0.72,5.0,16.0,11.0,1017.0
19,21.067,0.68,5.0,29.0,11.0,1017.0
17,22.711,0.66,10.0,351.0,11.0,1017.0
19,23.611,0.59,5.0,347.0,11.0,1017.0
19,23.911,0.54,11.0,328.0,11.0,1017.0
19,24.978,0.51,5.0,284.0,11.0,1017.0
19,25.922,0.47,6.0,281.0,10.0,1016.0
19,27.106,0.41,9.0,308.0,10.0,1016.0
19,26.133,0.44,5.0,352.0,10.0,1016.0
17,27.033,0.41,10.0,297.0,10.0,1016.0
19,26.178,0.44,10.0,299.0,10.0,1015.0
19,25.067,0.5,5.0,308.0,10.0,1015.0
19,23.144,0.62,4.0,273.0,10.0,1016.0
19,20.067,0.77,0.0,0.0,10.0,1016.0
19,18.333,0.87,0.0,0.0,15.0,1016.0
19,17.933,0.89,3.0,166.0,14.0,1016.0
19,15.689,0.81,6.0,0.0,16.0,1015.0
6,13.994,0.86,6.0,2.0,16.0,1015.0
19,18.189,0.64,11.0,158.0,15.0,1015.0
6,14.394,0.77,11.0,29.0,16.0,1015.0
19,13.417,0.82,11.0,30.0,16.0,1015.0
19,14.144,0.79,10.0,27.0,15.0,1015.0
17,15.05,0.78,8.0,30.0,10.0,1016.0
17,15.144,0.77,8.0,12.0,10.0,1016.0
17,17.978,0.73,10.0,9.0,10.0,1016.0
17,20.022,0.67,11.0,30.0,10.0,1016.0
17,22.289,0.63,8.0,39.0,10.0,1016.0
17,25.017,0.54,9.0,45.0,10.0,1016.0
17,27.15,0.46,11.0,50.0,11.0,1015.0
19,27.289,0.4,11.0,72.0,10.0,1015.0
19,27.783,0.42,11.0,84.0,10.0,1015.0
19,27.939,0.39,10.0,54.0,10.0,1014.0
19,27.867,0.39,14.0,70.0,10.0,1014.0
19,27.394,0.42,11.0,92.0,10.0,1013.0
19,27.311,0.46,16.0,90.0,10.0,1013.0
19,26.2,0.49,13.0,71.0,10.0,1013.0
19,24.144,0.56,12.0,107.0,10.0,1013.0
19,22.078,0.64,9.0,109.0,10.0,1014.0
17,21.961,0.62,14.0,137.0,16.0,1014.0
19,20.489,0.65,11.0,166.0,15.0,1014.0
19,16.644,0.9,3.0,193.0,12.0,1016.0
17,16.622,0.9,3.0,223.0,12.0,1017.0
19,16.417,0.89,7.0,297.0,10.0,1019.0
19,14.978,0.93,11.0,310.0,10.0,1017.0
17,14.906,0.93,11.0,310.0,10.0,1017.0
17,14.806,0.92,7.0,291.0,8.0,1017.0
17,17.578,0.9,3.0,310.0,10.0,1017.0
19,20.889,0.8,5.0,329.0,10.0,1017.0
19,23.55,0.66,4.0,332.0,10.0,1018.0
19,25.972,0.51,5.0,309.0,10.0,1018.0
19,27.156,0.42,8.0,329.0,10.0,1018.0
19,28.483,0.38,8.0,331.0,10.0,1018.0
19,27.778,0.41,10.0,319.0,10.0,1018.0
19,29.883,0.37,9.0,6.0,10.0,1018.0
19,28.794,0.36,8.0,7.0,10.0,1018.0
19,29.928,0.37,7.0,5.0,10.0,1017.0
19,28.861,0.37,10.0,355.0,10.0,1017.0
19,29.839,0.35,5.0,1.0,10.0,1017.0
17,28.839,0.4,10.0,336.0,10.0,1017.0
17,26.178,0.53,8.0,327.0,10.0,1016.0
18,25.294,0.56,8.0,308.0,10.0,1017.0
18,21.25,0.78,5.0,309.0,10.0,1017.0
18,20.511,0.78,7.0,310.0,16.0,1018.0
17,19.478,0.78,7.0,294.0,15.0,1019.0
18,18.433,0.81,14.0,310.0,16.0,1019.0
19,17.733,0.84,7.0,283.0,10.0,1019.0
6,17.556,0.88,3.0,312.0,14.0,1021.0
19,16.211,0.87,3.0,336.0,15.0,1019.0
19,16.117,0.87,4.0,318.0,15.0,1019.0
19,15.983,0.86,4.0,318.0,12.0,1019.0
19,18.711,0.84,5.0,318.0,10.0,1020.0
6,21.978,0.69,8.0,331.0,10.0,1020.0
19,24.594,0.56,9.0,7.0,10.0,1020.0
19,27.017,0.48,11.0,352.0,10.0,1020.0
19,27.711,0.46,11.0,350.0,10.0,1020.0
19,28.678,0.38,11.0,1.0,10.0,1020.0
19,29.883,0.37,11.0,9.0,10.0,1020.0
19,29.906,0.36,8.0,5.0,10.0,1020.0
19,30.806,0.34,7.0,353.0,10.0,1020.0
17,29.972,0.35,8.0,329.0,10.0,1020.0
17,30.994,0.35,8.0,25.0,10.0,1020.0
19,30.833,0.35,9.0,351.0,10.0,1020.0
19,29.95,0.37,10.0,46.0,10.0,1019.0
19,28.906,0.4,5.0,12.0,10.0,1019.0
19,26.5,0.56,5.0,347.0,10.0,1020.0
19,22.267,0.73,0.0,260.0,10.0,1020.0
19,21.594,0.76,0.0,0.0,16.0,1021.0
19,20.267,0.81,3.0,285.0,15.0,1021.0
19,19.35,0.82,3.0,295.0,16.0,1021.0
19,18.356,0.87,3.0,254.0,16.0,1021.0
6,19.894,0.82,2.0,197.0,15.0,1019.0
6,17.222,0.9,3.0,90.0,15.0,1021.0
6,16.689,0.93,6.0,60.0,10.0,1021.0
6,16.489,0.91,3.0,248.0,10.0,1021.0
6,18.828,0.9,1.0,255.0,10.0,1021.0
6,22.6,0.74,3.0,313.0,10.0,1021.0
6,26.806,0.57,3.0,82.0,10.0,1021.0
6,27.778,0.53,5.0,153.0,10.0,1021.0
6,28.889,0.46,8.0,163.0,10.0,1021.0
19,29.922,0.38,5.0,148.0,11.0,1021.0
19,29.95,0.4,5.0,158.0,10.0,1021.0
19,31.111,0.34,8.0,144.0,10.0,1021.0
19,31.039,0.38,8.0,176.0,10.0,1021.0
19,32.2,0.34,11.0,162.0,10.0,1020.0
19,32.222,0.38,8.0,172.0,10.0,1020.0
19,32.1,0.37,5.0,193.0,10.0,1020.0
19,31.133,0.41,8.0,165.0,10.0,1019.0
19,30.044,0.46,8.0,165.0,10.0,1019.0
19,27.65,0.51,5.0,174.0,10.0,1019.0
19,25.028,0.62,5.0,152.0,10.0,1019.0
19,23.289,0.71,6.0,161.0,16.0,1019.0
6,21.894,0.75,3.0,161.0,15.0,1019.0
6,21.644,0.76,6.0,162.0,16.0,1019.0
6,20.511,0.78,6.0,161.0,16.0,1019.0
19,19.856,0.87,7.0,177.0,10.0,1017.0
6,19.383,0.79,3.0,162.0,16.0,1019.0
6,18.289,0.84,6.0,132.0,16.0,1019.0
19,17.194,0.88,4.0,166.0,15.0,1019.0
19,19.917,0.84,3.0,150.0,10.0,1019.0
19,22.139,0.73,9.0,171.0,10.0,1019.0
19,25.111,0.62,13.0,180.0,10.0,1019.0
19,27.783,0.53,14.0,171.0,10.0,1018.0
19,29.956,0.46,16.0,192.0,10.0,1018.0
19,31.011,0.45,13.0,189.0,10.0,1018.0
19,32.15,0.38,11.0,184.0,10.0,1018.0
19,32.778,0.35,11.0,203.0,10.0,1017.0
19,33.667,0.35,12.0,232.0,10.0,1017.0
19,33.817,0.35,8.0,207.0,10.0,1016.0
19,33.839,0.35,9.0,216.0,10.0,1016.0
19,33.794,0.29,12.0,251.0,10.0,1016.0
19,33.817,0.3,13.0,280.0,10.0,1015.0
19,32.217,0.38,5.0,270.0,10.0,1015.0
19,29.389,0.52,5.0,271.0,10.0,1015.0
19,25.117,0.72,2.0,243.0,10.0,1015.0
19,23.917,0.75,6.0,280.0,16.0,1016.0
19,22.55,0.79,7.0,309.0,15.0,1016.0
19,21.556,0.84,3.0,258.0,15.0,1016.0
19,19.983,0.87,3.0,310.0,15.0,1016.0
19,20.178,0.84,6.0,338.0,15.0,1016.0
19,18.433,0.92,6.0,300.0,10.0,1016.0
19,17.9,0.92,14.0,310.0,10.0,1016.0
19,18.361,0.92,3.0,264.0,3.0,1016.0
19,21.05,0.87,11.0,10.0,10.0,1016.0
19,23.756,0.74,11.0,352.0,10.0,1016.0
19,26.828,0.58,11.0,38.0,10.0,1016.0
19,28.706,0.52,9.0,41.0,10.0,1016.0
19,30.861,0.46,5.0,27.0,10.0,1016.0
19,31.939,0.42,2.0,77.0,10.0,1016.0
19,32.617,0.41,4.0,206.0,10.0,1016.0
19,33.728,0.39,11.0,280.0,10.0,1015.0
19,33.633,0.36,10.0,294.0,10.0,1015.0
19,33.772,0.37,10.0,300.0,10.0,1014.0
19,33.75,0.35,16.0,319.0,10.0,1014.0
19,34.55,0.34,12.0,317.0,10.0,1013.0
19,32.733,0.35,13.0,310.0,10.0,1013.0
19,32.083,0.39,11.0,338.0,10.0,1014.0
19,28.144,0.52,10.0,340.0,10.0,1014.0
19,25.039,0.62,11.0,338.0,11.0,1015.0
19,25.367,0.63,14.0,39.0,16.0,1015.0
19,24.356,0.64,13.0,38.0,15.0,1016.0
19,22.683,0.65,6.0,44.0,16.0,1016.0
19,20.578,0.78,11.0,339.0,16.0,1017.0
6,20.156,0.79,1.0,148.0,15.0,1016.0
19,19.394,0.87,11.0,350.0,16.0,1016.0
19,18.861,0.9,6.0,358.0,16.0,1017.0
17,20.267,0.88,11.0,0.0,15.0,1017.0
17,20.928,0.82,12.0,19.0,10.0,1017.0
19,22.067,0.77,9.0,31.0,10.0,1017.0
19,24.511,0.65,10.0,28.0,10.0,1017.0
6,25.972,0.59,12.0,41.0,10.0,1017.0
6,27.106,0.55,11.0,32.0,10.0,1017.0
6,28.711,0.47,9.0,15.0,10.0,1018.0
6,29.883,0.4,11.0,0.0,10.0,1017.0
19,31.039,0.34,9.0,331.0,10.0,1017.0
19,31.111,0.38,6.0,354.0,10.0,1017.0
19,32.15,0.38,5.0,274.0,10.0,1016.0
19,32.172,0.33,11.0,289.0,10.0,1016.0
19,32.222,0.33,7.0,328.0,10.0,1016.0
19,32.172,0.33,3.0,125.0,10.0,1015.0
6,31.111,0.41,7.0,123.0,10.0,1015.0
6,28.072,0.51,5.0,117.0,10.0,1015.0
6,26.089,0.58,8.0,131.0,10.0,1015.0
6,24.356,0.65,3.0,132.0,16.0,1016.0
6,23.478,0.66,7.0,133.0,15.0,1015.0
6,23.178,0.65,11.0,150.0,16.0,1016.0
6,21.478,0.72,6.0,151.0,16.0,1016.0
19,20.778,0.83,2.0,55.0,15.0,1016.0
17,20.178,0.83,4.0,2.0,16.0,1018.0
19,22.15,0.73,19.0,343.0,16.0,1019.0
19,21.494,0.73,13.0,56.0,15.0,1018.0
19,22.011,0.69,14.0,142.0,10.0,1017.0
19,22.661,0.67,9.0,152.0,10.0,1017.0
19,25.778,0.6,10.0,159.0,10.0,1017.0
19,27.478,0.5,6.0,162.0,10.0,1017.0
19,28.661,0.47,5.0,337.0,10.0,1018.0
19,29.794,0.49,13.0,356.0,10.0,1018.0
19,29.861,0.47,14.0,17.0,10.0,1018.0
19,31.989,0.36,11.0,17.0,10.0,1018.0
19,31.972,0.39,11.0,19.0,10.0,1018.0
19,32.128,0.36,9.0,8.0,10.0,1018.0
19,32.661,0.37,11.0,11.0,10.0,1017.0
19,32.072,0.39,10.0,21.0,10.0,1017.0
6,32.056,0.38,12.0,49.0,10.0,1016.0
19,30.944,0.42,8.0,56.0,10.0,1016.0
19,28.017,0.53,7.0,42.0,10.0,1016.0
19,26.039,0.59,7.0,49.0,10.0,1017.0
19,24.833,0.63,11.0,40.0,16.0,1017.0
19,24.244,0.66,10.0,59.0,15.0,1016.0
19,23.661,0.67,6.0,69.0,16.0,1016.0
19,21.622,0.79,3.0,66.0,16.0,1017.0
19,22.206,0.8,7.0,45.0,10.0,1016.0
19,19.606,0.86,4.0,26.0,16.0,1016.0
19,20.372,0.87,11.0,351.0,16.0,1016.0
17,20.333,0.79,28.0,320.0,8.0,1019.0
18,18.844,0.9,27.0,20.0,11.0,1019.0
17,19.861,0.79,9.0,57.0,11.0,1015.0
18,19.989,0.84,18.0,134.0,11.0,1017.0
18,18.983,0.9,27.0,270.0,11.0,1016.0
18,21.206,0.81,21.0,300.0,11.0,1016.0
17,21.1,0.82,12.0,291.0,11.0,1017.0
17,22.433,0.75,9.0,320.0,11.0,1017.0
17,25.117,0.64,9.0,330.0,11.0,1017.0
17,26.928,0.57,9.0,322.0,10.0,1016.0
17,27.2,0.56,9.0,328.0,10.0,1016.0
17,28.75,0.52,12.0,338.0,10.0,1015.0
19,28.0,0.52,13.0,347.0,12.0,1015.0
17,27.389,0.56,11.0,347.0,13.0,1015.0
17,26.611,0.61,8.0,343.0,13.0,1015.0
17,25.778,0.67,6.0,336.0,12.0,1015.0
17,25.017,0.73,7.0,328.0,12.0,1016.0
18,24.2,0.79,10.0,324.0,10.0,1016.0
18,23.0,0.84,11.0,320.0,10.0,1017.0
17,20.872,0.84,10.0,311.0,11.0,1018.0
19,18.372,0.83,8.0,295.0,14.0,1019.0
6,16.811,0.83,7.0,281.0,15.0,1020.0
6,16.917,0.87,7.0,279.0,14.0,1020.0
19,17.967,0.93,7.0,285.0,12.0,1019.0
19,19.111,0.95,8.0,297.0,10.0,1018.0
19,20.061,0.92,10.0,311.0,10.0,1018.0
19,21.106,0.84,14.0,321.0,10.0,1018.0
19,22.222,0.75,16.0,327.0,10.0,1019.0
19,23.528,0.65,17.0,333.0,11.0,1019.0
19,24.911,0.54,16.0,339.0,12.0,1019.0
19,26.0,0.45,16.0,340.0,12.0,1020.0
19,26.772,0.37,18.0,322.0,11.0,1020.0
6,27.122,0.32,23.0,311.0,10.0,1016.0
19,27.494,0.32,23.0,330.0,10.0,1019.0
19,27.639,0.32,22.0,319.0,10.0,1019.0
19,27.683,0.31,18.0,301.0,10.0,1019.0
19,27.617,0.31,21.0,302.0,10.0,1019.0
19,27.194,0.32,18.0,319.0,10.0,1018.0
19,26.083,0.36,11.0,310.0,10.0,1018.0
19,23.956,0.41,10.0,303.0,10.0,1019.0
19,19.144,0.64,10.0,290.0,10.0,1019.0
19,18.378,0.73,7.0,301.0,16.0,1020.0
6,18.144,0.71,7.0,283.0,15.0,1020.0
6,16.806,0.78,7.0,272.0,16.0,1020.0
6,16.667,0.78,11.0,271.0,16.0,1020.0
6,18.772,0.82,4.0,183.0,15.0,1019.0
6,15.533,0.84,3.0,283.0,16.0,1020.0
6,15.533,0.84,3.0,301.0,16.0,1020.0
19,15.65,0.82,3.0,334.0,15.0,1020.0
19,17.694,0.78,1.0,320.0,10.0,1020.0
19,20.911,0.69,3.0,263.0,10.0,1020.0
19,23.561,0.56,4.0,316.0,10.0,1021.0
19,26.017,0.43,8.0,318.0,10.0,1021.0
19,27.15,0.4,12.0,328.0,10.0,1020.0
19,27.172,0.4,9.0,324.0,10.0,1020.0
19,27.8,0.38,3.0,12.0,10.0,1020.0
19,28.839,0.36,10.0,282.0,10.0,1020.0
19,29.739,0.35,13.0,301.0,10.0,1019.0
19,29.928,0.34,14.0,300.0,10.0,1019.0
19,30.0,0.34,11.0,282.0,10.0,1018.0
19,29.922,0.36,10.0,292.0,10.0,1018.0
19,28.933,0.36,8.0,279.0,10.0,1018.0
19,28.861,0.37,8.0,262.0,10.0,1018.0
19,26.272,0.49,5.0,268.0,10.0,1018.0
19,22.311,0.68,0.0,170.0,10.0,1018.0
19,22.15,0.67,3.0,190.0,16.0,1019.0
6,21.356,0.76,7.0,178.0,15.0,1019.0
19,19.322,0.65,11.0,158.0,16.0,1014.0
19,19.278,0.62,14.0,169.0,16.0,1014.0
19,16.983,0.64,12.0,157.0,15.0,1013.0
19,17.2,0.61,11.0,160.0,16.0,1015.0
19,15.672,0.65,14.0,160.0,16.0,1015.0
19,14.622,0.68,13.0,136.0,15.0,1015.0
6,15.028,0.63,14.0,149.0,10.0,1015.0
19,17.15,0.55,14.0,149.0,10.0,1015.0
19,19.711,0.46,21.0,156.0,10.0,1015.0
19,21.089,0.42,23.0,160.0,10.0,1015.0
19,22.756,0.38,20.0,160.0,10.0,1015.0
19,24.8,0.37,21.0,158.0,10.0,1015.0
19,26.067,0.36,20.0,149.0,10.0,1014.0
19,27.2,0.34,22.0,140.0,10.0,1014.0
19,27.2,0.37,20.0,137.0,10.0,1013.0
19,27.339,0.37,22.0,130.0,10.0,1013.0
19,27.339,0.34,17.0,131.0,10.0,1012.0
19,27.183,0.35,21.0,148.0,10.0,1012.0
19,26.206,0.36,17.0,132.0,10.0,1011.0
19,25.072,0.42,16.0,160.0,10.0,1012.0
17,22.478,0.48,12.0,153.0,10.0,1012.0
17,21.133,0.5,11.0,158.0,10.0,1012.0
17,20.044,0.55,11.0,150.0,16.0,1013.0
17,19.528,0.56,11.0,158.0,15.0,1013.0
6,20.928,0.74,6.0,200.0,16.0,1018.0
6,19.861,0.81,3.0,170.0,16.0,1018.0
19,18.583,0.89,4.0,295.0,14.0,1018.0
6,18.8,0.87,3.0,172.0,16.0,1018.0
6,17.178,0.9,3.0,179.0,16.0,1018.0
19,17.994,0.89,6.0,168.0,14.0,1018.0
19,18.756,0.9,3.0,188.0,10.0,1018.0
19,22.578,0.72,8.0,219.0,10.0,1018.0
19,24.772,0.63,10.0,180.0,10.0,1018.0
19,27.2,0.51,11.0,183.0,11.0,1018.0
19,27.828,0.46,14.0,172.0,10.0,1017.0
19,29.7,0.39,13.0,195.0,10.0,1018.0
19,29.972,0.37,12.0,182.0,10.0,1017.0
19,30.994,0.35,11.0,209.0,10.0,1017.0
19,30.983,0.37,12.0,206.0,10.0,1017.0
19,31.111,0.35,14.0,201.0,10.0,1016.0
19,30.894,0.36,11.0,200.0,10.0,1016.0
19,29.744,0.37,8.0,235.0,10.0,1016.0
17,29.422,0.43,7.0,279.0,10.0,1016.0
17,23.722,0.7,23.0,38.0,10.0,1017.0
17,23.028,0.7,20.0,27.0,10.0,1017.0
17,20.972,0.8,20.0,21.0,11.0,1018.0
17,20.389,0.82,16.0,40.0,16.0,1019.0
17,19.922,0.86,11.0,61.0,15.0,1018.0
17,17.867,0.61,11.0,170.0,16.0,1013.0
19,17.406,0.6,11.0,151.0,16.0,1012.0
17,17.394,0.87,7.0,353.0,12.0,1009.0
19,16.667,0.63,14.0,140.0,16.0,1012.0
19,15.556,0.66,14.0,141.0,16.0,1012.0
17,15.75,0.66,13.0,152.0,15.0,1012.0
17,16.183,0.68,12.0,141.0,10.0,1012.0
17,17.244,0.64,12.0,150.0,10.0,1012.0
17,17.356,0.68,10.0,150.0,11.0,1012.0
17,17.889,0.65,3.0,136.0,11.0,1012.0
17,19.044,0.61,3.0,168.0,11.0,1012.0
17,20.95,0.6,8.0,90.0,11.0,1012.0
17,22.717,0.54,9.0,129.0,10.0,1012.0
17,24.967,0.48,11.0,100.0,10.0,1011.0
19,25.978,0.47,12.0,125.0,10.0,1010.0
19,27.106,0.42,16.0,160.0,10.0,1009.0
19,27.106,0.42,11.0,123.0,10.0,1009.0
19,27.044,0.44,10.0,118.0,10.0,1008.0
19,26.133,0.44,12.0,102.0,11.0,1008.0
19,23.894,0.54,11.0,91.0,11.0,1008.0
17,22.161,0.65,13.0,202.0,11.0,1008.0
19,20.006,0.78,11.0,301.0,11.0,1008.0
17,19.45,0.78,11.0,88.0,10.0,1010.0
17,17.872,0.87,6.0,349.0,14.0,1010.0
18,17.828,0.9,3.0,221.0,15.0,1010.0
18,17.244,0.93,6.0,126.0,15.0,1010.0
18,16.694,0.96,10.0,53.0,5.0,1010.0
18,16.667,0.93,18.0,330.0,12.0,1009.0
17,16.644,0.93,5.0,204.0,15.0,1009.0
17,16.739,0.96,8.0,66.0,6.0,1009.0
17,17.689,0.96,4.0,35.0,5.0,1009.0
17,17.733,0.9,8.0,60.0,11.0,1009.0
17,17.844,0.9,4.0,104.0,11.0,1009.0
17,20.928,0.79,3.0,172.0,11.0,1009.0
19,19.978,0.84,8.0,153.0,11.0,1009.0
19,21.844,0.7,2.0,113.0,11.0,1009.0
19,22.039,0.69,1.0,80.0,11.0,1009.0
